Train Iteration: 100%
9044/9044 [3:46:45<00:00, 1.50s/it]
{'avg_chunks': 4.2, 'loss': 2.394671392440796, 'learning_rate': 1.5223748583432378e-05, 'optimizer_steps': 135}
{'avg_chunks': 2.6, 'loss': 2.3317563772201537, 'learning_rate': 1.5223748583432378e-05, 'optimizer_steps': 135}
{'avg_chunks': 3.2, 'loss': 2.580425500869751, 'learning_rate': 1.5188368943309657e-05, 'optimizer_steps': 136}
{'avg_chunks': 2.2, 'loss': 2.3965452194213865, 'learning_rate': 1.5188368943309657e-05, 'optimizer_steps': 136}
{'avg_chunks': 3.0, 'loss': 2.4849916458129884, 'learning_rate': 1.5188368943309657e-05, 'optimizer_steps': 136}
{'avg_chunks': 2.8, 'loss': 2.6253719568252563, 'learning_rate': 1.5188368943309657e-05, 'optimizer_steps': 136}
{'avg_chunks': 2.2, 'loss': 2.2982028484344483, 'learning_rate': 1.5152989303186933e-05, 'optimizer_steps': 137}
{'avg_chunks': 2.6, 'loss': 2.2355709075927734, 'learning_rate': 1.5152989303186933e-05, 'optimizer_steps': 137}
{'avg_chunks': 3.8, 'loss': 2.971974802017212, 'learning_rate': 1.5152989303186933e-05, 'optimizer_steps': 137}
{'avg_chunks': 1.8, 'loss': 2.3084152936935425, 'learning_rate': 1.511760966306421e-05, 'optimizer_steps': 138}
{'avg_chunks': 2.6, 'loss': 2.449728536605835, 'learning_rate': 1.511760966306421e-05, 'optimizer_steps': 138}
{'avg_chunks': 2.4, 'loss': 2.7532296657562254, 'learning_rate': 1.511760966306421e-05, 'optimizer_steps': 138}
{'avg_chunks': 2.6, 'loss': 2.474209785461426, 'learning_rate': 1.5082230022941486e-05, 'optimizer_steps': 139}
{'avg_chunks': 4.2, 'loss': 2.5742079257965087, 'learning_rate': 1.5082230022941486e-05, 'optimizer_steps': 139}
{'avg_chunks': 3.0, 'loss': 2.599601888656616, 'learning_rate': 1.5082230022941486e-05, 'optimizer_steps': 139}
{'avg_chunks': 2.2, 'loss': 2.7453474044799804, 'learning_rate': 1.5046850382818763e-05, 'optimizer_steps': 140}
{'avg_chunks': 2.6, 'loss': 2.6252268314361573, 'learning_rate': 1.5046850382818763e-05, 'optimizer_steps': 140}
{'avg_chunks': 2.4, 'loss': 2.416204333305359, 'learning_rate': 1.5046850382818763e-05, 'optimizer_steps': 140}
{'avg_chunks': 2.4, 'loss': 2.3477244853973387, 'learning_rate': 1.501147074269604e-05, 'optimizer_steps': 141}
{'avg_chunks': 2.4, 'loss': 2.1879134654998778, 'learning_rate': 1.501147074269604e-05, 'optimizer_steps': 141}
{'avg_chunks': 3.0, 'loss': 2.4014945030212402, 'learning_rate': 1.501147074269604e-05, 'optimizer_steps': 141}
{'avg_chunks': 3.2, 'loss': 2.4670657873153687, 'learning_rate': 1.501147074269604e-05, 'optimizer_steps': 141}
{'avg_chunks': 4.0, 'loss': 2.54892578125, 'learning_rate': 1.4976091102573317e-05, 'optimizer_steps': 142}
{'avg_chunks': 3.0, 'loss': 2.1634989261627195, 'learning_rate': 1.4976091102573317e-05, 'optimizer_steps': 142}
{'avg_chunks': 2.2, 'loss': 2.3402008771896363, 'learning_rate': 1.4976091102573317e-05, 'optimizer_steps': 142}
{'avg_chunks': 2.8, 'loss': 2.7430790424346925, 'learning_rate': 1.4940711462450595e-05, 'optimizer_steps': 143}
{'avg_chunks': 3.0, 'loss': 2.2762145042419433, 'learning_rate': 1.4940711462450595e-05, 'optimizer_steps': 143}
{'avg_chunks': 2.6, 'loss': 2.4575755119323732, 'learning_rate': 1.4940711462450595e-05, 'optimizer_steps': 143}
{'avg_chunks': 3.6, 'loss': 2.4794347286224365, 'learning_rate': 1.490533182232787e-05, 'optimizer_steps': 144}
{'avg_chunks': 3.4, 'loss': 2.4451103687286375, 'learning_rate': 1.490533182232787e-05, 'optimizer_steps': 144}
{'avg_chunks': 2.6, 'loss': 2.2855053186416625, 'learning_rate': 1.490533182232787e-05, 'optimizer_steps': 144}
{'avg_chunks': 2.0, 'loss': 2.2093347549438476, 'learning_rate': 1.4869952182205147e-05, 'optimizer_steps': 145}
{'avg_chunks': 3.6, 'loss': 2.6740275382995606, 'learning_rate': 1.4869952182205147e-05, 'optimizer_steps': 145}
{'avg_chunks': 2.2, 'loss': 2.5869916439056397, 'learning_rate': 1.4869952182205147e-05, 'optimizer_steps': 145}
{'avg_chunks': 3.6, 'loss': 2.4939300537109377, 'learning_rate': 1.4834572542082423e-05, 'optimizer_steps': 146}
{'avg_chunks': 3.2, 'loss': 2.5003609895706176, 'learning_rate': 1.4834572542082423e-05, 'optimizer_steps': 146}
{'avg_chunks': 3.0, 'loss': 2.750117826461792, 'learning_rate': 1.4834572542082423e-05, 'optimizer_steps': 146}
{'avg_chunks': 3.0, 'loss': 2.167553663253784, 'learning_rate': 1.4834572542082423e-05, 'optimizer_steps': 146}
{'avg_chunks': 3.2, 'loss': 2.4953659057617186, 'learning_rate': 1.4799192901959702e-05, 'optimizer_steps': 147}
{'avg_chunks': 2.6, 'loss': 2.290689253807068, 'learning_rate': 1.4799192901959702e-05, 'optimizer_steps': 147}
{'avg_chunks': 4.0, 'loss': 2.37603702545166, 'learning_rate': 1.4799192901959702e-05, 'optimizer_steps': 147}
{'avg_chunks': 2.6, 'loss': 2.751837158203125, 'learning_rate': 1.476381326183698e-05, 'optimizer_steps': 148}
{'avg_chunks': 2.6, 'loss': 2.1999611854553223, 'learning_rate': 1.476381326183698e-05, 'optimizer_steps': 148}
{'avg_chunks': 3.0, 'loss': 2.165251541137695, 'learning_rate': 1.476381326183698e-05, 'optimizer_steps': 148}
{'avg_chunks': 3.4, 'loss': 2.8071629285812376, 'learning_rate': 1.4728433621714255e-05, 'optimizer_steps': 149}
{'avg_chunks': 2.4, 'loss': 2.1469990730285646, 'learning_rate': 1.4728433621714255e-05, 'optimizer_steps': 149}
{'avg_chunks': 3.4, 'loss': 2.2991175413131715, 'learning_rate': 1.4728433621714255e-05, 'optimizer_steps': 149}
{'avg_chunks': 2.2, 'loss': 2.330691933631897, 'learning_rate': 1.4693053981591532e-05, 'optimizer_steps': 150}
{'avg_chunks': 2.8, 'loss': 2.3753268718719482, 'learning_rate': 1.4693053981591532e-05, 'optimizer_steps': 150}
{'avg_chunks': 2.4, 'loss': 2.3723360538482665, 'learning_rate': 1.4693053981591532e-05, 'optimizer_steps': 150}
{'avg_chunks': 3.0, 'loss': 2.7013900756835936, 'learning_rate': 1.4657674341468808e-05, 'optimizer_steps': 151}
{'avg_chunks': 4.0, 'loss': 2.3052135467529298, 'learning_rate': 1.4657674341468808e-05, 'optimizer_steps': 151}
{'avg_chunks': 2.4, 'loss': 2.463026237487793, 'learning_rate': 1.4657674341468808e-05, 'optimizer_steps': 151}
{'avg_chunks': 3.6, 'loss': 2.519223356246948, 'learning_rate': 1.4657674341468808e-05, 'optimizer_steps': 151}
{'avg_chunks': 3.2, 'loss': 2.506649923324585, 'learning_rate': 1.4622294701346087e-05, 'optimizer_steps': 152}
{'avg_chunks': 2.2, 'loss': 2.5035079956054687, 'learning_rate': 1.4622294701346087e-05, 'optimizer_steps': 152}
{'avg_chunks': 2.6, 'loss': 2.240827941894531, 'learning_rate': 1.4622294701346087e-05, 'optimizer_steps': 152}
{'avg_chunks': 3.8, 'loss': 2.43037486076355, 'learning_rate': 1.4586915061223364e-05, 'optimizer_steps': 153}
{'avg_chunks': 2.2, 'loss': 2.095069074630737, 'learning_rate': 1.4586915061223364e-05, 'optimizer_steps': 153}
{'avg_chunks': 2.4, 'loss': 2.6187135696411135, 'learning_rate': 1.4586915061223364e-05, 'optimizer_steps': 153}
{'avg_chunks': 2.8, 'loss': 2.535944700241089, 'learning_rate': 1.455153542110064e-05, 'optimizer_steps': 154}
{'avg_chunks': 3.6, 'loss': 2.366657257080078, 'learning_rate': 1.455153542110064e-05, 'optimizer_steps': 154}
{'avg_chunks': 2.8, 'loss': 2.4284414052963257, 'learning_rate': 1.455153542110064e-05, 'optimizer_steps': 154}
{'avg_chunks': 2.6, 'loss': 2.5694680213928223, 'learning_rate': 1.4516155780977917e-05, 'optimizer_steps': 155}
{'avg_chunks': 3.0, 'loss': 2.556258964538574, 'learning_rate': 1.4516155780977917e-05, 'optimizer_steps': 155}
{'avg_chunks': 3.2, 'loss': 2.4931091547012327, 'learning_rate': 1.4516155780977917e-05, 'optimizer_steps': 155}
{'avg_chunks': 2.0, 'loss': 2.533545732498169, 'learning_rate': 1.4480776140855192e-05, 'optimizer_steps': 156}
{'avg_chunks': 2.6, 'loss': 2.4057054042816164, 'learning_rate': 1.4480776140855192e-05, 'optimizer_steps': 156}
{'avg_chunks': 2.6, 'loss': 2.5070454120635985, 'learning_rate': 1.4480776140855192e-05, 'optimizer_steps': 156}
{'avg_chunks': 2.4, 'loss': 2.6052036046981812, 'learning_rate': 1.4480776140855192e-05, 'optimizer_steps': 156}
{'avg_chunks': 2.2, 'loss': 2.1422235488891603, 'learning_rate': 1.444539650073247e-05, 'optimizer_steps': 157}
{'avg_chunks': 2.6, 'loss': 2.173463249206543, 'learning_rate': 1.444539650073247e-05, 'optimizer_steps': 157}
{'avg_chunks': 2.8, 'loss': 2.363095736503601, 'learning_rate': 1.444539650073247e-05, 'optimizer_steps': 157}
{'avg_chunks': 2.8, 'loss': 2.3522220611572267, 'learning_rate': 1.4410016860609748e-05, 'optimizer_steps': 158}
{'avg_chunks': 2.2, 'loss': 2.185292935371399, 'learning_rate': 1.4410016860609748e-05, 'optimizer_steps': 158}
{'avg_chunks': 3.6, 'loss': 2.6392630100250245, 'learning_rate': 1.4410016860609748e-05, 'optimizer_steps': 158}
{'avg_chunks': 3.2, 'loss': 2.301424741744995, 'learning_rate': 1.4374637220487024e-05, 'optimizer_steps': 159}
{'avg_chunks': 3.4, 'loss': 2.591078042984009, 'learning_rate': 1.4374637220487024e-05, 'optimizer_steps': 159}
{'avg_chunks': 3.4, 'loss': 2.516262412071228, 'learning_rate': 1.4374637220487024e-05, 'optimizer_steps': 159}
{'avg_chunks': 2.6, 'loss': 2.396552395820618, 'learning_rate': 1.4339257580364301e-05, 'optimizer_steps': 160}
{'avg_chunks': 2.8, 'loss': 2.3069117069244385, 'learning_rate': 1.4339257580364301e-05, 'optimizer_steps': 160}
{'avg_chunks': 3.0, 'loss': 2.528392124176025, 'learning_rate': 1.4339257580364301e-05, 'optimizer_steps': 160}
{'avg_chunks': 3.2, 'loss': 2.3667665243148805, 'learning_rate': 1.4303877940241577e-05, 'optimizer_steps': 161}
{'avg_chunks': 3.0, 'loss': 2.6439127922058105, 'learning_rate': 1.4303877940241577e-05, 'optimizer_steps': 161}
{'avg_chunks': 3.8, 'loss': 2.3867515087127686, 'learning_rate': 1.4303877940241577e-05, 'optimizer_steps': 161}
{'avg_chunks': 2.8, 'loss': 2.4657617807388306, 'learning_rate': 1.4303877940241577e-05, 'optimizer_steps': 161}
{'avg_chunks': 2.8, 'loss': 2.6056509971618653, 'learning_rate': 1.4268498300118854e-05, 'optimizer_steps': 162}
{'avg_chunks': 3.8, 'loss': 2.9192129135131837, 'learning_rate': 1.4268498300118854e-05, 'optimizer_steps': 162}
{'avg_chunks': 2.0, 'loss': 2.4425354480743406, 'learning_rate': 1.4268498300118854e-05, 'optimizer_steps': 162}
{'avg_chunks': 2.6, 'loss': 2.4435791254043577, 'learning_rate': 1.4233118659996133e-05, 'optimizer_steps': 163}
{'avg_chunks': 3.0, 'loss': 2.525271701812744, 'learning_rate': 1.4233118659996133e-05, 'optimizer_steps': 163}
{'avg_chunks': 2.2, 'loss': 2.551362323760986, 'learning_rate': 1.4233118659996133e-05, 'optimizer_steps': 163}
{'avg_chunks': 4.0, 'loss': 2.0101369857788085, 'learning_rate': 1.4197739019873409e-05, 'optimizer_steps': 164}
{'avg_chunks': 3.4, 'loss': 2.2760354042053224, 'learning_rate': 1.4197739019873409e-05, 'optimizer_steps': 164}
{'avg_chunks': 4.0, 'loss': 2.6701764106750487, 'learning_rate': 1.4197739019873409e-05, 'optimizer_steps': 164}
{'avg_chunks': 2.0, 'loss': 2.4728787422180174, 'learning_rate': 1.4162359379750686e-05, 'optimizer_steps': 165}
{'avg_chunks': 4.0, 'loss': 2.3304202556610107, 'learning_rate': 1.4162359379750686e-05, 'optimizer_steps': 165}
{'avg_chunks': 3.4, 'loss': 2.3851473331451416, 'learning_rate': 1.4162359379750686e-05, 'optimizer_steps': 165}
{'avg_chunks': 2.4, 'loss': 2.3792905807495117, 'learning_rate': 1.4126979739627961e-05, 'optimizer_steps': 166}
{'avg_chunks': 2.8, 'loss': 2.574991226196289, 'learning_rate': 1.4126979739627961e-05, 'optimizer_steps': 166}
{'avg_chunks': 2.8, 'loss': 2.5100305557250975, 'learning_rate': 1.4126979739627961e-05, 'optimizer_steps': 166}
{'avg_chunks': 3.2, 'loss': 2.423447108268738, 'learning_rate': 1.4126979739627961e-05, 'optimizer_steps': 166}
{'avg_chunks': 3.2, 'loss': 2.258340573310852, 'learning_rate': 1.4091600099505239e-05, 'optimizer_steps': 167}
{'avg_chunks': 3.0, 'loss': 2.369425892829895, 'learning_rate': 1.4091600099505239e-05, 'optimizer_steps': 167}
{'avg_chunks': 3.0, 'loss': 2.253362846374512, 'learning_rate': 1.4091600099505239e-05, 'optimizer_steps': 167}
{'avg_chunks': 3.0, 'loss': 2.523378372192383, 'learning_rate': 1.4056220459382518e-05, 'optimizer_steps': 168}
{'avg_chunks': 2.4, 'loss': 2.11687650680542, 'learning_rate': 1.4056220459382518e-05, 'optimizer_steps': 168}
{'avg_chunks': 2.8, 'loss': 2.265800619125366, 'learning_rate': 1.4056220459382518e-05, 'optimizer_steps': 168}
{'avg_chunks': 2.2, 'loss': 2.2672539949417114, 'learning_rate': 1.4020840819259793e-05, 'optimizer_steps': 169}
{'avg_chunks': 3.2, 'loss': 2.473265361785889, 'learning_rate': 1.4020840819259793e-05, 'optimizer_steps': 169}
{'avg_chunks': 2.2, 'loss': 2.2286478996276857, 'learning_rate': 1.4020840819259793e-05, 'optimizer_steps': 169}
{'avg_chunks': 3.2, 'loss': 2.8964564323425295, 'learning_rate': 1.398546117913707e-05, 'optimizer_steps': 170}
{'avg_chunks': 2.8, 'loss': 2.682607555389404, 'learning_rate': 1.398546117913707e-05, 'optimizer_steps': 170}
{'avg_chunks': 2.8, 'loss': 2.466276502609253, 'learning_rate': 1.398546117913707e-05, 'optimizer_steps': 170}
{'avg_chunks': 2.6, 'loss': 2.3116324663162233, 'learning_rate': 1.3950081539014346e-05, 'optimizer_steps': 171}
{'avg_chunks': 2.6, 'loss': 2.4411717891693114, 'learning_rate': 1.3950081539014346e-05, 'optimizer_steps': 171}
{'avg_chunks': 3.4, 'loss': 2.3091296911239625, 'learning_rate': 1.3950081539014346e-05, 'optimizer_steps': 171}
{'avg_chunks': 3.2, 'loss': 2.516575288772583, 'learning_rate': 1.3950081539014346e-05, 'optimizer_steps': 171}
{'avg_chunks': 3.4, 'loss': 2.399890089035034, 'learning_rate': 1.3914701898891623e-05, 'optimizer_steps': 172}
{'avg_chunks': 3.4, 'loss': 2.6640079736709597, 'learning_rate': 1.3914701898891623e-05, 'optimizer_steps': 172}
{'avg_chunks': 2.6, 'loss': 2.380187463760376, 'learning_rate': 1.3914701898891623e-05, 'optimizer_steps': 172}
{'avg_chunks': 3.0, 'loss': 2.4247334003448486, 'learning_rate': 1.3879322258768899e-05, 'optimizer_steps': 173}
{'avg_chunks': 2.6, 'loss': 2.524431347846985, 'learning_rate': 1.3879322258768899e-05, 'optimizer_steps': 173}
{'avg_chunks': 2.6, 'loss': 2.4305256366729737, 'learning_rate': 1.3879322258768899e-05, 'optimizer_steps': 173}
{'avg_chunks': 2.8, 'loss': 2.2748652935028075, 'learning_rate': 1.3843942618646178e-05, 'optimizer_steps': 174}
{'avg_chunks': 3.6, 'loss': 2.3860062837600706, 'learning_rate': 1.3843942618646178e-05, 'optimizer_steps': 174}
{'avg_chunks': 2.4, 'loss': 2.3399332046508787, 'learning_rate': 1.3843942618646178e-05, 'optimizer_steps': 174}
{'avg_chunks': 2.8, 'loss': 2.5333845138549806, 'learning_rate': 1.3808562978523455e-05, 'optimizer_steps': 175}
{'avg_chunks': 4.0, 'loss': 2.6317677974700926, 'learning_rate': 1.3808562978523455e-05, 'optimizer_steps': 175}
{'avg_chunks': 3.0, 'loss': 2.4806862831115724, 'learning_rate': 1.3808562978523455e-05, 'optimizer_steps': 175}
{'avg_chunks': 2.0, 'loss': 2.290524387359619, 'learning_rate': 1.377318333840073e-05, 'optimizer_steps': 176}
{'avg_chunks': 3.2, 'loss': 2.683492422103882, 'learning_rate': 1.377318333840073e-05, 'optimizer_steps': 176}
{'avg_chunks': 2.4, 'loss': 2.5249838829040527, 'learning_rate': 1.377318333840073e-05, 'optimizer_steps': 176}
{'avg_chunks': 2.8, 'loss': 2.38749418258667, 'learning_rate': 1.377318333840073e-05, 'optimizer_steps': 176}
{'avg_chunks': 2.8, 'loss': 2.376125192642212, 'learning_rate': 1.3737803698278008e-05, 'optimizer_steps': 177}
{'avg_chunks': 3.2, 'loss': 2.357179641723633, 'learning_rate': 1.3737803698278008e-05, 'optimizer_steps': 177}
{'avg_chunks': 2.8, 'loss': 2.3179522514343263, 'learning_rate': 1.3737803698278008e-05, 'optimizer_steps': 177}
{'avg_chunks': 2.8, 'loss': 2.365928363800049, 'learning_rate': 1.3702424058155283e-05, 'optimizer_steps': 178}
{'avg_chunks': 2.6, 'loss': 2.312337779998779, 'learning_rate': 1.3702424058155283e-05, 'optimizer_steps': 178}
{'avg_chunks': 2.4, 'loss': 2.571936559677124, 'learning_rate': 1.3702424058155283e-05, 'optimizer_steps': 178}
{'avg_chunks': 2.8, 'loss': 2.484673500061035, 'learning_rate': 1.3667044418032562e-05, 'optimizer_steps': 179}
{'avg_chunks': 2.6, 'loss': 2.255511021614075, 'learning_rate': 1.3667044418032562e-05, 'optimizer_steps': 179}
{'avg_chunks': 3.8, 'loss': 2.433956241607666, 'learning_rate': 1.3667044418032562e-05, 'optimizer_steps': 179}
{'avg_chunks': 2.8, 'loss': 2.1449907064437865, 'learning_rate': 1.363166477790984e-05, 'optimizer_steps': 180}
{'avg_chunks': 2.2, 'loss': 2.562062406539917, 'learning_rate': 1.363166477790984e-05, 'optimizer_steps': 180}
{'avg_chunks': 3.8, 'loss': 2.5497212409973145, 'learning_rate': 1.363166477790984e-05, 'optimizer_steps': 180}
{'avg_chunks': 2.8, 'loss': 2.8511897563934325, 'learning_rate': 1.3596285137787115e-05, 'optimizer_steps': 181}
{'avg_chunks': 2.4, 'loss': 2.3999263286590575, 'learning_rate': 1.3596285137787115e-05, 'optimizer_steps': 181}
{'avg_chunks': 3.0, 'loss': 2.7603142738342283, 'learning_rate': 1.3596285137787115e-05, 'optimizer_steps': 181}
{'avg_chunks': 2.8, 'loss': 2.3167999744415284, 'learning_rate': 1.3596285137787115e-05, 'optimizer_steps': 181}
{'avg_chunks': 2.2, 'loss': 2.453224039077759, 'learning_rate': 1.3560905497664392e-05, 'optimizer_steps': 182}
{'avg_chunks': 2.4, 'loss': 2.4352901458740233, 'learning_rate': 1.3560905497664392e-05, 'optimizer_steps': 182}
{'avg_chunks': 3.8, 'loss': 2.374663162231445, 'learning_rate': 1.3560905497664392e-05, 'optimizer_steps': 182}
{'avg_chunks': 3.8, 'loss': 2.588942456245422, 'learning_rate': 1.3525525857541668e-05, 'optimizer_steps': 183}
{'avg_chunks': 3.0, 'loss': 2.524471139907837, 'learning_rate': 1.3525525857541668e-05, 'optimizer_steps': 183}
{'avg_chunks': 2.6, 'loss': 2.162390947341919, 'learning_rate': 1.3525525857541668e-05, 'optimizer_steps': 183}
{'avg_chunks': 3.6, 'loss': 2.4022775888442993, 'learning_rate': 1.3490146217418947e-05, 'optimizer_steps': 184}
{'avg_chunks': 3.4, 'loss': 2.7099564552307127, 'learning_rate': 1.3490146217418947e-05, 'optimizer_steps': 184}
{'avg_chunks': 2.8, 'loss': 2.717967224121094, 'learning_rate': 1.3490146217418947e-05, 'optimizer_steps': 184}
{'avg_chunks': 2.0, 'loss': 2.45988073348999, 'learning_rate': 1.3454766577296224e-05, 'optimizer_steps': 185}
{'avg_chunks': 3.6, 'loss': 2.012374997138977, 'learning_rate': 1.3454766577296224e-05, 'optimizer_steps': 185}
{'avg_chunks': 2.4, 'loss': 2.7631582260131835, 'learning_rate': 1.3454766577296224e-05, 'optimizer_steps': 185}
{'avg_chunks': 2.8, 'loss': 2.0643548727035523, 'learning_rate': 1.34193869371735e-05, 'optimizer_steps': 186}
{'avg_chunks': 3.4, 'loss': 2.739284133911133, 'learning_rate': 1.34193869371735e-05, 'optimizer_steps': 186}
{'avg_chunks': 2.6, 'loss': 2.4153160572052004, 'learning_rate': 1.34193869371735e-05, 'optimizer_steps': 186}
{'avg_chunks': 2.8, 'loss': 2.178480863571167, 'learning_rate': 1.34193869371735e-05, 'optimizer_steps': 186}
{'avg_chunks': 3.2, 'loss': 2.4218515396118163, 'learning_rate': 1.3384007297050777e-05, 'optimizer_steps': 187}
{'avg_chunks': 2.4, 'loss': 2.580635499954224, 'learning_rate': 1.3384007297050777e-05, 'optimizer_steps': 187}
{'avg_chunks': 2.8, 'loss': 2.4108001708984377, 'learning_rate': 1.3384007297050777e-05, 'optimizer_steps': 187}
{'avg_chunks': 2.6, 'loss': 2.437876892089844, 'learning_rate': 1.3348627656928052e-05, 'optimizer_steps': 188}
{'avg_chunks': 2.8, 'loss': 2.810927963256836, 'learning_rate': 1.3348627656928052e-05, 'optimizer_steps': 188}
{'avg_chunks': 2.2, 'loss': 2.4363024950027468, 'learning_rate': 1.3348627656928052e-05, 'optimizer_steps': 188}
{'avg_chunks': 2.6, 'loss': 2.546592688560486, 'learning_rate': 1.331324801680533e-05, 'optimizer_steps': 189}
{'avg_chunks': 3.8, 'loss': 2.366605353355408, 'learning_rate': 1.331324801680533e-05, 'optimizer_steps': 189}
{'avg_chunks': 3.0, 'loss': 2.6924039363861083, 'learning_rate': 1.331324801680533e-05, 'optimizer_steps': 189}
{'avg_chunks': 2.6, 'loss': 2.4394106388092043, 'learning_rate': 1.3277868376682607e-05, 'optimizer_steps': 190}
{'avg_chunks': 3.2, 'loss': 2.393598175048828, 'learning_rate': 1.3277868376682607e-05, 'optimizer_steps': 190}
{'avg_chunks': 2.6, 'loss': 2.4785462856292724, 'learning_rate': 1.3277868376682607e-05, 'optimizer_steps': 190}
{'avg_chunks': 4.0, 'loss': 2.5415489196777346, 'learning_rate': 1.3242488736559884e-05, 'optimizer_steps': 191}
{'avg_chunks': 2.4, 'loss': 2.459990978240967, 'learning_rate': 1.3242488736559884e-05, 'optimizer_steps': 191}
{'avg_chunks': 2.2, 'loss': 2.3240662813186646, 'learning_rate': 1.3242488736559884e-05, 'optimizer_steps': 191}
{'avg_chunks': 2.6, 'loss': 2.300003266334534, 'learning_rate': 1.3242488736559884e-05, 'optimizer_steps': 191}
{'avg_chunks': 3.0, 'loss': 2.4391312122344972, 'learning_rate': 1.3207109096437161e-05, 'optimizer_steps': 192}
{'avg_chunks': 3.2, 'loss': 2.5056305885314942, 'learning_rate': 1.3207109096437161e-05, 'optimizer_steps': 192}
{'avg_chunks': 2.6, 'loss': 2.5117538928985597, 'learning_rate': 1.3207109096437161e-05, 'optimizer_steps': 192}
{'avg_chunks': 2.6, 'loss': 2.2732021808624268, 'learning_rate': 1.3171729456314437e-05, 'optimizer_steps': 193}
{'avg_chunks': 2.6, 'loss': 2.622429370880127, 'learning_rate': 1.3171729456314437e-05, 'optimizer_steps': 193}
{'avg_chunks': 3.0, 'loss': 2.3465575218200683, 'learning_rate': 1.3171729456314437e-05, 'optimizer_steps': 193}
{'avg_chunks': 2.2, 'loss': 2.2441052913665773, 'learning_rate': 1.3136349816191714e-05, 'optimizer_steps': 194}
{'avg_chunks': 3.2, 'loss': 2.6437152862548827, 'learning_rate': 1.3136349816191714e-05, 'optimizer_steps': 194}
{'avg_chunks': 4.0, 'loss': 2.989077997207642, 'learning_rate': 1.3136349816191714e-05, 'optimizer_steps': 194}
{'avg_chunks': 2.4, 'loss': 2.249762487411499, 'learning_rate': 1.3100970176068992e-05, 'optimizer_steps': 195}
{'avg_chunks': 3.6, 'loss': 2.2845410346984862, 'learning_rate': 1.3100970176068992e-05, 'optimizer_steps': 195}
{'avg_chunks': 2.4, 'loss': 2.2925194978713987, 'learning_rate': 1.3100970176068992e-05, 'optimizer_steps': 195}
{'avg_chunks': 3.4, 'loss': 2.444791078567505, 'learning_rate': 1.3065590535946269e-05, 'optimizer_steps': 196}
{'avg_chunks': 3.2, 'loss': 2.535478925704956, 'learning_rate': 1.3065590535946269e-05, 'optimizer_steps': 196}
{'avg_chunks': 2.4, 'loss': 2.2850148916244506, 'learning_rate': 1.3065590535946269e-05, 'optimizer_steps': 196}
{'avg_chunks': 2.4, 'loss': 2.6619378089904786, 'learning_rate': 1.3065590535946269e-05, 'optimizer_steps': 196}
{'avg_chunks': 3.2, 'loss': 2.175622653961182, 'learning_rate': 1.3030210895823544e-05, 'optimizer_steps': 197}
{'avg_chunks': 2.6, 'loss': 2.602750539779663, 'learning_rate': 1.3030210895823544e-05, 'optimizer_steps': 197}
{'avg_chunks': 2.8, 'loss': 2.6079500675201417, 'learning_rate': 1.3030210895823544e-05, 'optimizer_steps': 197}
{'avg_chunks': 2.8, 'loss': 2.6891072273254393, 'learning_rate': 1.2994831255700822e-05, 'optimizer_steps': 198}
{'avg_chunks': 3.2, 'loss': 2.455108308792114, 'learning_rate': 1.2994831255700822e-05, 'optimizer_steps': 198}
{'avg_chunks': 3.4, 'loss': 2.4619729042053224, 'learning_rate': 1.2994831255700822e-05, 'optimizer_steps': 198}
{'avg_chunks': 3.4, 'loss': 2.413954973220825, 'learning_rate': 1.2959451615578099e-05, 'optimizer_steps': 199}
{'avg_chunks': 2.8, 'loss': 2.565040874481201, 'learning_rate': 1.2959451615578099e-05, 'optimizer_steps': 199}
{'avg_chunks': 4.0, 'loss': 2.507538390159607, 'learning_rate': 1.2959451615578099e-05, 'optimizer_steps': 199}
{'avg_chunks': 3.6, 'loss': 2.321850872039795, 'learning_rate': 1.2924071975455376e-05, 'optimizer_steps': 200}
{'avg_chunks': 3.0, 'loss': 2.4180644512176515, 'learning_rate': 1.2924071975455376e-05, 'optimizer_steps': 200}
{'avg_chunks': 2.8, 'loss': 2.3199425458908083, 'learning_rate': 1.2924071975455376e-05, 'optimizer_steps': 200}
{'avg_chunks': 3.0, 'loss': 2.1798586368560793, 'learning_rate': 1.2888692335332653e-05, 'optimizer_steps': 201}
{'avg_chunks': 2.6, 'loss': 2.5183819770812987, 'learning_rate': 1.2888692335332653e-05, 'optimizer_steps': 201}
{'avg_chunks': 3.4, 'loss': 2.638771152496338, 'learning_rate': 1.2888692335332653e-05, 'optimizer_steps': 201}
{'avg_chunks': 3.0, 'loss': 2.312465715408325, 'learning_rate': 1.2888692335332653e-05, 'optimizer_steps': 201}
{'avg_chunks': 2.6, 'loss': 2.7052831172943117, 'learning_rate': 1.2853312695209929e-05, 'optimizer_steps': 202}
{'avg_chunks': 3.2, 'loss': 2.533277416229248, 'learning_rate': 1.2853312695209929e-05, 'optimizer_steps': 202}
{'avg_chunks': 3.8, 'loss': 2.6547289848327638, 'learning_rate': 1.2853312695209929e-05, 'optimizer_steps': 202}
{'avg_chunks': 3.0, 'loss': 2.5929849624633787, 'learning_rate': 1.2817933055087206e-05, 'optimizer_steps': 203}
{'avg_chunks': 3.0, 'loss': 2.4887535333633424, 'learning_rate': 1.2817933055087206e-05, 'optimizer_steps': 203}
{'avg_chunks': 2.6, 'loss': 2.321455478668213, 'learning_rate': 1.2817933055087206e-05, 'optimizer_steps': 203}
