Train Iteration: 100%
9019/9019 [3:51:53<00:00, 1.54s/it]
{'avg_chunks': 2.8, 'loss': 2.171880531311035, 'learning_rate': 1.5139554865711356e-05, 'optimizer_steps': 137}
{'avg_chunks': 3.6, 'loss': 2.3811013460159303, 'learning_rate': 1.5139554865711356e-05, 'optimizer_steps': 137}
{'avg_chunks': 2.6, 'loss': 2.4454150199890137, 'learning_rate': 1.510407716400122e-05, 'optimizer_steps': 138}
{'avg_chunks': 2.8, 'loss': 2.546870231628418, 'learning_rate': 1.510407716400122e-05, 'optimizer_steps': 138}
{'avg_chunks': 3.0, 'loss': 2.4637884140014648, 'learning_rate': 1.510407716400122e-05, 'optimizer_steps': 138}
{'avg_chunks': 3.0, 'loss': 2.544495701789856, 'learning_rate': 1.5068599462291085e-05, 'optimizer_steps': 139}
{'avg_chunks': 2.6, 'loss': 2.180555057525635, 'learning_rate': 1.5068599462291085e-05, 'optimizer_steps': 139}
{'avg_chunks': 3.8, 'loss': 2.5806017398834227, 'learning_rate': 1.5068599462291085e-05, 'optimizer_steps': 139}
{'avg_chunks': 2.8, 'loss': 2.3782371520996093, 'learning_rate': 1.5033121760580949e-05, 'optimizer_steps': 140}
{'avg_chunks': 3.2, 'loss': 2.2227486848831175, 'learning_rate': 1.5033121760580949e-05, 'optimizer_steps': 140}
{'avg_chunks': 2.8, 'loss': 2.3176090717315674, 'learning_rate': 1.5033121760580949e-05, 'optimizer_steps': 140}
{'avg_chunks': 2.8, 'loss': 2.2777944087982176, 'learning_rate': 1.4997644058870813e-05, 'optimizer_steps': 141}
{'avg_chunks': 2.8, 'loss': 2.486644911766052, 'learning_rate': 1.4997644058870813e-05, 'optimizer_steps': 141}
{'avg_chunks': 2.0, 'loss': 2.1108095169067385, 'learning_rate': 1.4997644058870813e-05, 'optimizer_steps': 141}
{'avg_chunks': 2.2, 'loss': 2.5122286081314087, 'learning_rate': 1.4997644058870813e-05, 'optimizer_steps': 141}
{'avg_chunks': 3.2, 'loss': 2.3267860412597656, 'learning_rate': 1.4962166357160677e-05, 'optimizer_steps': 142}
{'avg_chunks': 3.6, 'loss': 2.3526041984558104, 'learning_rate': 1.4962166357160677e-05, 'optimizer_steps': 142}
{'avg_chunks': 2.2, 'loss': 2.135881519317627, 'learning_rate': 1.4962166357160677e-05, 'optimizer_steps': 142}
{'avg_chunks': 3.2, 'loss': 2.567280101776123, 'learning_rate': 1.492668865545054e-05, 'optimizer_steps': 143}
{'avg_chunks': 2.0, 'loss': 2.4987608432769775, 'learning_rate': 1.492668865545054e-05, 'optimizer_steps': 143}
{'avg_chunks': 2.0, 'loss': 2.3653071403503416, 'learning_rate': 1.492668865545054e-05, 'optimizer_steps': 143}
{'avg_chunks': 2.6, 'loss': 2.3858152866363525, 'learning_rate': 1.4891210953740404e-05, 'optimizer_steps': 144}
{'avg_chunks': 2.6, 'loss': 2.2485002756118773, 'learning_rate': 1.4891210953740404e-05, 'optimizer_steps': 144}
{'avg_chunks': 3.6, 'loss': 2.4638736724853514, 'learning_rate': 1.4891210953740404e-05, 'optimizer_steps': 144}
{'avg_chunks': 2.2, 'loss': 2.471766996383667, 'learning_rate': 1.4855733252030269e-05, 'optimizer_steps': 145}
{'avg_chunks': 3.0, 'loss': 2.5687601804733275, 'learning_rate': 1.4855733252030269e-05, 'optimizer_steps': 145}
{'avg_chunks': 2.8, 'loss': 2.305794048309326, 'learning_rate': 1.4855733252030269e-05, 'optimizer_steps': 145}
{'avg_chunks': 2.6, 'loss': 2.4775160551071167, 'learning_rate': 1.4820255550320133e-05, 'optimizer_steps': 146}
{'avg_chunks': 3.4, 'loss': 2.4585886240005492, 'learning_rate': 1.4820255550320133e-05, 'optimizer_steps': 146}
{'avg_chunks': 3.8, 'loss': 2.3305657625198366, 'learning_rate': 1.4820255550320133e-05, 'optimizer_steps': 146}
{'avg_chunks': 2.4, 'loss': 2.6688811779022217, 'learning_rate': 1.4820255550320133e-05, 'optimizer_steps': 146}
{'avg_chunks': 3.0, 'loss': 2.4184757232666017, 'learning_rate': 1.4784777848609997e-05, 'optimizer_steps': 147}
{'avg_chunks': 2.8, 'loss': 2.2622626304626463, 'learning_rate': 1.4784777848609997e-05, 'optimizer_steps': 147}
{'avg_chunks': 3.2, 'loss': 2.313347887992859, 'learning_rate': 1.4784777848609997e-05, 'optimizer_steps': 147}
{'avg_chunks': 2.8, 'loss': 2.2159035921096804, 'learning_rate': 1.4749300146899861e-05, 'optimizer_steps': 148}
{'avg_chunks': 2.2, 'loss': 2.232268524169922, 'learning_rate': 1.4749300146899861e-05, 'optimizer_steps': 148}
{'avg_chunks': 4.4, 'loss': 2.2732686042785644, 'learning_rate': 1.4749300146899861e-05, 'optimizer_steps': 148}
{'avg_chunks': 2.8, 'loss': 2.2797515392303467, 'learning_rate': 1.4713822445189722e-05, 'optimizer_steps': 149}
{'avg_chunks': 2.2, 'loss': 2.2902682781219483, 'learning_rate': 1.4713822445189722e-05, 'optimizer_steps': 149}
{'avg_chunks': 3.0, 'loss': 2.287896013259888, 'learning_rate': 1.4713822445189722e-05, 'optimizer_steps': 149}
{'avg_chunks': 3.0, 'loss': 2.6103466033935545, 'learning_rate': 1.4678344743479587e-05, 'optimizer_steps': 150}
{'avg_chunks': 3.2, 'loss': 2.163465905189514, 'learning_rate': 1.4678344743479587e-05, 'optimizer_steps': 150}
{'avg_chunks': 3.2, 'loss': 2.3597293853759767, 'learning_rate': 1.4678344743479587e-05, 'optimizer_steps': 150}
{'avg_chunks': 2.8, 'loss': 2.467784595489502, 'learning_rate': 1.4642867041769451e-05, 'optimizer_steps': 151}
{'avg_chunks': 2.2, 'loss': 2.414699077606201, 'learning_rate': 1.4642867041769451e-05, 'optimizer_steps': 151}
{'avg_chunks': 2.0, 'loss': 2.150036859512329, 'learning_rate': 1.4642867041769451e-05, 'optimizer_steps': 151}
{'avg_chunks': 3.0, 'loss': 2.1383446216583253, 'learning_rate': 1.4642867041769451e-05, 'optimizer_steps': 151}
{'avg_chunks': 3.6, 'loss': 2.7497060298919678, 'learning_rate': 1.4607389340059315e-05, 'optimizer_steps': 152}
{'avg_chunks': 3.2, 'loss': 2.298766827583313, 'learning_rate': 1.4607389340059315e-05, 'optimizer_steps': 152}
{'avg_chunks': 2.8, 'loss': 2.090347337722778, 'learning_rate': 1.4607389340059315e-05, 'optimizer_steps': 152}
{'avg_chunks': 2.8, 'loss': 2.3625324726104737, 'learning_rate': 1.457191163834918e-05, 'optimizer_steps': 153}
{'avg_chunks': 2.4, 'loss': 2.4830407381057737, 'learning_rate': 1.457191163834918e-05, 'optimizer_steps': 153}
{'avg_chunks': 2.4, 'loss': 2.113907814025879, 'learning_rate': 1.457191163834918e-05, 'optimizer_steps': 153}
{'avg_chunks': 3.4, 'loss': 2.604214334487915, 'learning_rate': 1.4536433936639042e-05, 'optimizer_steps': 154}
{'avg_chunks': 4.4, 'loss': 2.4170127868652345, 'learning_rate': 1.4536433936639042e-05, 'optimizer_steps': 154}
{'avg_chunks': 2.8, 'loss': 2.492439103126526, 'learning_rate': 1.4536433936639042e-05, 'optimizer_steps': 154}
{'avg_chunks': 2.2, 'loss': 2.302887535095215, 'learning_rate': 1.4500956234928906e-05, 'optimizer_steps': 155}
{'avg_chunks': 4.2, 'loss': 2.7305159091949465, 'learning_rate': 1.4500956234928906e-05, 'optimizer_steps': 155}
{'avg_chunks': 2.8, 'loss': 2.4108949184417723, 'learning_rate': 1.4500956234928906e-05, 'optimizer_steps': 155}
{'avg_chunks': 3.2, 'loss': 2.4338810443878174, 'learning_rate': 1.446547853321877e-05, 'optimizer_steps': 156}
{'avg_chunks': 2.8, 'loss': 2.1027598142623902, 'learning_rate': 1.446547853321877e-05, 'optimizer_steps': 156}
{'avg_chunks': 3.8, 'loss': 2.5589582920074463, 'learning_rate': 1.446547853321877e-05, 'optimizer_steps': 156}
{'avg_chunks': 2.4, 'loss': 2.3778247833251953, 'learning_rate': 1.446547853321877e-05, 'optimizer_steps': 156}
{'avg_chunks': 3.2, 'loss': 2.52073221206665, 'learning_rate': 1.4430000831508635e-05, 'optimizer_steps': 157}
{'avg_chunks': 3.0, 'loss': 2.0207001209259032, 'learning_rate': 1.4430000831508635e-05, 'optimizer_steps': 157}
{'avg_chunks': 2.4, 'loss': 2.68558087348938, 'learning_rate': 1.4430000831508635e-05, 'optimizer_steps': 157}
{'avg_chunks': 3.6, 'loss': 2.4967809677124024, 'learning_rate': 1.43945231297985e-05, 'optimizer_steps': 158}
{'avg_chunks': 3.0, 'loss': 2.2734007835388184, 'learning_rate': 1.43945231297985e-05, 'optimizer_steps': 158}
{'avg_chunks': 3.8, 'loss': 2.7416412353515627, 'learning_rate': 1.43945231297985e-05, 'optimizer_steps': 158}
{'avg_chunks': 2.4, 'loss': 2.170189380645752, 'learning_rate': 1.4359045428088363e-05, 'optimizer_steps': 159}
{'avg_chunks': 3.0, 'loss': 1.9708534479141235, 'learning_rate': 1.4359045428088363e-05, 'optimizer_steps': 159}
{'avg_chunks': 3.2, 'loss': 2.114118552207947, 'learning_rate': 1.4359045428088363e-05, 'optimizer_steps': 159}
{'avg_chunks': 3.6, 'loss': 2.7192835807800293, 'learning_rate': 1.4323567726378228e-05, 'optimizer_steps': 160}
{'avg_chunks': 2.4, 'loss': 2.262450122833252, 'learning_rate': 1.4323567726378228e-05, 'optimizer_steps': 160}
{'avg_chunks': 3.0, 'loss': 2.468500351905823, 'learning_rate': 1.4323567726378228e-05, 'optimizer_steps': 160}
{'avg_chunks': 3.2, 'loss': 2.127286982536316, 'learning_rate': 1.428809002466809e-05, 'optimizer_steps': 161}
{'avg_chunks': 2.2, 'loss': 2.2063483953475953, 'learning_rate': 1.428809002466809e-05, 'optimizer_steps': 161}
{'avg_chunks': 2.8, 'loss': 2.1060604810714723, 'learning_rate': 1.428809002466809e-05, 'optimizer_steps': 161}
{'avg_chunks': 3.4, 'loss': 2.128523254394531, 'learning_rate': 1.428809002466809e-05, 'optimizer_steps': 161}
{'avg_chunks': 3.2, 'loss': 2.5185261249542235, 'learning_rate': 1.4252612322957955e-05, 'optimizer_steps': 162}
{'avg_chunks': 3.2, 'loss': 2.476649856567383, 'learning_rate': 1.4252612322957955e-05, 'optimizer_steps': 162}
{'avg_chunks': 2.2, 'loss': 2.3053109884262084, 'learning_rate': 1.4252612322957955e-05, 'optimizer_steps': 162}
{'avg_chunks': 2.6, 'loss': 2.0530996322631836, 'learning_rate': 1.4217134621247819e-05, 'optimizer_steps': 163}
{'avg_chunks': 2.8, 'loss': 2.6456151008605957, 'learning_rate': 1.4217134621247819e-05, 'optimizer_steps': 163}
{'avg_chunks': 2.4, 'loss': 2.1729652643203736, 'learning_rate': 1.4217134621247819e-05, 'optimizer_steps': 163}
{'avg_chunks': 2.8, 'loss': 2.2003297805786133, 'learning_rate': 1.4181656919537683e-05, 'optimizer_steps': 164}
{'avg_chunks': 2.6, 'loss': 2.556791639328003, 'learning_rate': 1.4181656919537683e-05, 'optimizer_steps': 164}
{'avg_chunks': 2.4, 'loss': 2.051202487945557, 'learning_rate': 1.4181656919537683e-05, 'optimizer_steps': 164}
{'avg_chunks': 3.2, 'loss': 2.6397722721099854, 'learning_rate': 1.4146179217827547e-05, 'optimizer_steps': 165}
{'avg_chunks': 3.8, 'loss': 2.492177963256836, 'learning_rate': 1.4146179217827547e-05, 'optimizer_steps': 165}
{'avg_chunks': 2.2, 'loss': 2.3954833269119264, 'learning_rate': 1.4146179217827547e-05, 'optimizer_steps': 165}
{'avg_chunks': 2.6, 'loss': 2.2963252782821657, 'learning_rate': 1.4110701516117412e-05, 'optimizer_steps': 166}
{'avg_chunks': 2.2, 'loss': 2.0238487005233763, 'learning_rate': 1.4110701516117412e-05, 'optimizer_steps': 166}
{'avg_chunks': 2.8, 'loss': 2.2525915622711183, 'learning_rate': 1.4110701516117412e-05, 'optimizer_steps': 166}
{'avg_chunks': 3.2, 'loss': 2.623308038711548, 'learning_rate': 1.4110701516117412e-05, 'optimizer_steps': 166}
{'avg_chunks': 3.0, 'loss': 2.320530080795288, 'learning_rate': 1.4075223814407274e-05, 'optimizer_steps': 167}
{'avg_chunks': 2.2, 'loss': 2.267674207687378, 'learning_rate': 1.4075223814407274e-05, 'optimizer_steps': 167}
{'avg_chunks': 2.4, 'loss': 2.384561061859131, 'learning_rate': 1.4075223814407274e-05, 'optimizer_steps': 167}
{'avg_chunks': 4.0, 'loss': 2.3671860456466676, 'learning_rate': 1.4039746112697139e-05, 'optimizer_steps': 168}
{'avg_chunks': 2.6, 'loss': 2.336971378326416, 'learning_rate': 1.4039746112697139e-05, 'optimizer_steps': 168}
{'avg_chunks': 3.4, 'loss': 2.2028634786605834, 'learning_rate': 1.4039746112697139e-05, 'optimizer_steps': 168}
{'avg_chunks': 2.8, 'loss': 2.209709644317627, 'learning_rate': 1.4004268410987001e-05, 'optimizer_steps': 169}
{'avg_chunks': 3.6, 'loss': 2.6528814315795897, 'learning_rate': 1.4004268410987001e-05, 'optimizer_steps': 169}
{'avg_chunks': 2.0, 'loss': 2.36020143032074, 'learning_rate': 1.4004268410987001e-05, 'optimizer_steps': 169}
{'avg_chunks': 2.8, 'loss': 2.3544633626937865, 'learning_rate': 1.3968790709276865e-05, 'optimizer_steps': 170}
{'avg_chunks': 3.0, 'loss': 2.3795165538787844, 'learning_rate': 1.3968790709276865e-05, 'optimizer_steps': 170}
{'avg_chunks': 2.6, 'loss': 2.6444003105163576, 'learning_rate': 1.3968790709276865e-05, 'optimizer_steps': 170}
{'avg_chunks': 2.6, 'loss': 2.2363527536392214, 'learning_rate': 1.3933313007566728e-05, 'optimizer_steps': 171}
{'avg_chunks': 2.6, 'loss': 2.2428272485733034, 'learning_rate': 1.3933313007566728e-05, 'optimizer_steps': 171}
{'avg_chunks': 2.6, 'loss': 2.0028289556503296, 'learning_rate': 1.3933313007566728e-05, 'optimizer_steps': 171}
{'avg_chunks': 3.2, 'loss': 2.447659969329834, 'learning_rate': 1.3933313007566728e-05, 'optimizer_steps': 171}
{'avg_chunks': 3.2, 'loss': 2.3340263605117797, 'learning_rate': 1.3897835305856592e-05, 'optimizer_steps': 172}
{'avg_chunks': 2.8, 'loss': 2.3841957092285155, 'learning_rate': 1.3897835305856592e-05, 'optimizer_steps': 172}
{'avg_chunks': 2.8, 'loss': 2.4458046436309813, 'learning_rate': 1.3897835305856592e-05, 'optimizer_steps': 172}
{'avg_chunks': 3.2, 'loss': 2.34163875579834, 'learning_rate': 1.3862357604146457e-05, 'optimizer_steps': 173}
{'avg_chunks': 3.4, 'loss': 2.352989435195923, 'learning_rate': 1.3862357604146457e-05, 'optimizer_steps': 173}
{'avg_chunks': 3.4, 'loss': 2.684539723396301, 'learning_rate': 1.3862357604146457e-05, 'optimizer_steps': 173}
{'avg_chunks': 2.8, 'loss': 2.143030071258545, 'learning_rate': 1.3826879902436321e-05, 'optimizer_steps': 174}
{'avg_chunks': 2.8, 'loss': 2.311884140968323, 'learning_rate': 1.3826879902436321e-05, 'optimizer_steps': 174}
{'avg_chunks': 2.8, 'loss': 2.5518836259841917, 'learning_rate': 1.3826879902436321e-05, 'optimizer_steps': 174}
{'avg_chunks': 3.4, 'loss': 2.498863697052002, 'learning_rate': 1.3791402200726185e-05, 'optimizer_steps': 175}
{'avg_chunks': 2.2, 'loss': 2.038816237449646, 'learning_rate': 1.3791402200726185e-05, 'optimizer_steps': 175}
{'avg_chunks': 2.6, 'loss': 2.4038566827774046, 'learning_rate': 1.3791402200726185e-05, 'optimizer_steps': 175}
{'avg_chunks': 4.2, 'loss': 2.301210379600525, 'learning_rate': 1.375592449901605e-05, 'optimizer_steps': 176}
{'avg_chunks': 2.8, 'loss': 2.2245743751525877, 'learning_rate': 1.375592449901605e-05, 'optimizer_steps': 176}
{'avg_chunks': 2.6, 'loss': 2.5685218334198, 'learning_rate': 1.375592449901605e-05, 'optimizer_steps': 176}
{'avg_chunks': 3.2, 'loss': 2.472435164451599, 'learning_rate': 1.375592449901605e-05, 'optimizer_steps': 176}
{'avg_chunks': 3.2, 'loss': 2.62886962890625, 'learning_rate': 1.3720446797305914e-05, 'optimizer_steps': 177}
{'avg_chunks': 2.8, 'loss': 2.579886531829834, 'learning_rate': 1.3720446797305914e-05, 'optimizer_steps': 177}
{'avg_chunks': 2.4, 'loss': 2.101486158370972, 'learning_rate': 1.3720446797305914e-05, 'optimizer_steps': 177}
{'avg_chunks': 3.0, 'loss': 2.2484057664871218, 'learning_rate': 1.3684969095595776e-05, 'optimizer_steps': 178}
{'avg_chunks': 2.6, 'loss': 2.2451409816741945, 'learning_rate': 1.3684969095595776e-05, 'optimizer_steps': 178}
{'avg_chunks': 2.4, 'loss': 2.114418053627014, 'learning_rate': 1.3684969095595776e-05, 'optimizer_steps': 178}
{'avg_chunks': 2.2, 'loss': 2.2528738498687746, 'learning_rate': 1.364949139388564e-05, 'optimizer_steps': 179}
{'avg_chunks': 2.8, 'loss': 2.4527698040008543, 'learning_rate': 1.364949139388564e-05, 'optimizer_steps': 179}
{'avg_chunks': 2.6, 'loss': 2.507419729232788, 'learning_rate': 1.364949139388564e-05, 'optimizer_steps': 179}
{'avg_chunks': 3.2, 'loss': 2.5468437671661377, 'learning_rate': 1.3614013692175505e-05, 'optimizer_steps': 180}
{'avg_chunks': 2.6, 'loss': 2.227392888069153, 'learning_rate': 1.3614013692175505e-05, 'optimizer_steps': 180}
{'avg_chunks': 2.6, 'loss': 2.539487886428833, 'learning_rate': 1.3614013692175505e-05, 'optimizer_steps': 180}
{'avg_chunks': 2.6, 'loss': 2.482508897781372, 'learning_rate': 1.357853599046537e-05, 'optimizer_steps': 181}
{'avg_chunks': 2.0, 'loss': 2.228362727165222, 'learning_rate': 1.357853599046537e-05, 'optimizer_steps': 181}
{'avg_chunks': 3.8, 'loss': 2.5422016620635985, 'learning_rate': 1.357853599046537e-05, 'optimizer_steps': 181}
{'avg_chunks': 2.8, 'loss': 2.5519068241119385, 'learning_rate': 1.357853599046537e-05, 'optimizer_steps': 181}
{'avg_chunks': 2.8, 'loss': 2.647583341598511, 'learning_rate': 1.3543058288755233e-05, 'optimizer_steps': 182}
{'avg_chunks': 3.4, 'loss': 2.6859711170196534, 'learning_rate': 1.3543058288755233e-05, 'optimizer_steps': 182}
{'avg_chunks': 3.8, 'loss': 2.488719654083252, 'learning_rate': 1.3543058288755233e-05, 'optimizer_steps': 182}
{'avg_chunks': 2.2, 'loss': 2.2647044181823732, 'learning_rate': 1.3507580587045098e-05, 'optimizer_steps': 183}
{'avg_chunks': 2.2, 'loss': 2.488609504699707, 'learning_rate': 1.3507580587045098e-05, 'optimizer_steps': 183}
{'avg_chunks': 3.0, 'loss': 2.5420265197753906, 'learning_rate': 1.3507580587045098e-05, 'optimizer_steps': 183}
{'avg_chunks': 3.0, 'loss': 2.4025046825408936, 'learning_rate': 1.347210288533496e-05, 'optimizer_steps': 184}
{'avg_chunks': 2.4, 'loss': 2.3351189613342287, 'learning_rate': 1.347210288533496e-05, 'optimizer_steps': 184}
{'avg_chunks': 2.4, 'loss': 2.1136329412460326, 'learning_rate': 1.347210288533496e-05, 'optimizer_steps': 184}
{'avg_chunks': 3.2, 'loss': 2.2850539922714233, 'learning_rate': 1.3436625183624825e-05, 'optimizer_steps': 185}
{'avg_chunks': 3.6, 'loss': 2.2595659732818603, 'learning_rate': 1.3436625183624825e-05, 'optimizer_steps': 185}
{'avg_chunks': 3.2, 'loss': 2.1825294494628906, 'learning_rate': 1.3436625183624825e-05, 'optimizer_steps': 185}
{'avg_chunks': 2.0, 'loss': 2.1651730060577394, 'learning_rate': 1.3401147481914689e-05, 'optimizer_steps': 186}
{'avg_chunks': 2.2, 'loss': 2.0852426290512085, 'learning_rate': 1.3401147481914689e-05, 'optimizer_steps': 186}
{'avg_chunks': 2.0, 'loss': 2.183864426612854, 'learning_rate': 1.3401147481914689e-05, 'optimizer_steps': 186}
{'avg_chunks': 2.4, 'loss': 2.439633321762085, 'learning_rate': 1.3401147481914689e-05, 'optimizer_steps': 186}
{'avg_chunks': 3.0, 'loss': 2.558253049850464, 'learning_rate': 1.3365669780204553e-05, 'optimizer_steps': 187}
{'avg_chunks': 2.4, 'loss': 2.204171562194824, 'learning_rate': 1.3365669780204553e-05, 'optimizer_steps': 187}
{'avg_chunks': 2.0, 'loss': 2.1304626941680906, 'learning_rate': 1.3365669780204553e-05, 'optimizer_steps': 187}
{'avg_chunks': 3.4, 'loss': 2.145420479774475, 'learning_rate': 1.3330192078494418e-05, 'optimizer_steps': 188}
{'avg_chunks': 3.0, 'loss': 2.2263174772262575, 'learning_rate': 1.3330192078494418e-05, 'optimizer_steps': 188}
{'avg_chunks': 3.2, 'loss': 2.40738787651062, 'learning_rate': 1.3330192078494418e-05, 'optimizer_steps': 188}
{'avg_chunks': 2.0, 'loss': 2.5162461757659913, 'learning_rate': 1.3294714376784278e-05, 'optimizer_steps': 189}
{'avg_chunks': 2.8, 'loss': 2.3674978256225585, 'learning_rate': 1.3294714376784278e-05, 'optimizer_steps': 189}
{'avg_chunks': 3.2, 'loss': 2.5578708171844484, 'learning_rate': 1.3294714376784278e-05, 'optimizer_steps': 189}
{'avg_chunks': 3.4, 'loss': 2.5471609115600584, 'learning_rate': 1.3259236675074143e-05, 'optimizer_steps': 190}
{'avg_chunks': 3.2, 'loss': 2.3881286144256593, 'learning_rate': 1.3259236675074143e-05, 'optimizer_steps': 190}
{'avg_chunks': 3.2, 'loss': 2.291659116744995, 'learning_rate': 1.3259236675074143e-05, 'optimizer_steps': 190}
{'avg_chunks': 2.4, 'loss': 2.1185543537139893, 'learning_rate': 1.3223758973364007e-05, 'optimizer_steps': 191}
{'avg_chunks': 3.2, 'loss': 2.449217510223389, 'learning_rate': 1.3223758973364007e-05, 'optimizer_steps': 191}
{'avg_chunks': 3.0, 'loss': 2.4375625610351563, 'learning_rate': 1.3223758973364007e-05, 'optimizer_steps': 191}
{'avg_chunks': 3.2, 'loss': 2.4825379848480225, 'learning_rate': 1.3223758973364007e-05, 'optimizer_steps': 191}
{'avg_chunks': 3.6, 'loss': 2.2858489990234374, 'learning_rate': 1.3188281271653871e-05, 'optimizer_steps': 192}
{'avg_chunks': 3.4, 'loss': 2.520200729370117, 'learning_rate': 1.3188281271653871e-05, 'optimizer_steps': 192}
{'avg_chunks': 2.6, 'loss': 2.343620753288269, 'learning_rate': 1.3188281271653871e-05, 'optimizer_steps': 192}
{'avg_chunks': 3.0, 'loss': 2.3029484272003176, 'learning_rate': 1.3152803569943736e-05, 'optimizer_steps': 193}
{'avg_chunks': 3.2, 'loss': 2.6930692195892334, 'learning_rate': 1.3152803569943736e-05, 'optimizer_steps': 193}
{'avg_chunks': 3.8, 'loss': 2.592905282974243, 'learning_rate': 1.3152803569943736e-05, 'optimizer_steps': 193}
{'avg_chunks': 2.8, 'loss': 2.2305784463882445, 'learning_rate': 1.31173258682336e-05, 'optimizer_steps': 194}
{'avg_chunks': 3.6, 'loss': 2.1434179067611696, 'learning_rate': 1.31173258682336e-05, 'optimizer_steps': 194}
{'avg_chunks': 2.6, 'loss': 2.282297706604004, 'learning_rate': 1.31173258682336e-05, 'optimizer_steps': 194}
{'avg_chunks': 3.0, 'loss': 2.3337733268737795, 'learning_rate': 1.3081848166523462e-05, 'optimizer_steps': 195}
{'avg_chunks': 3.2, 'loss': 2.332156801223755, 'learning_rate': 1.3081848166523462e-05, 'optimizer_steps': 195}
{'avg_chunks': 3.0, 'loss': 2.777056932449341, 'learning_rate': 1.3081848166523462e-05, 'optimizer_steps': 195}
{'avg_chunks': 3.0, 'loss': 2.256324577331543, 'learning_rate': 1.3046370464813327e-05, 'optimizer_steps': 196}
{'avg_chunks': 3.4, 'loss': 1.9439833164215088, 'learning_rate': 1.3046370464813327e-05, 'optimizer_steps': 196}
{'avg_chunks': 2.8, 'loss': 2.325413465499878, 'learning_rate': 1.3046370464813327e-05, 'optimizer_steps': 196}
{'avg_chunks': 3.4, 'loss': 2.263075351715088, 'learning_rate': 1.3046370464813327e-05, 'optimizer_steps': 196}
{'avg_chunks': 2.4, 'loss': 2.531984233856201, 'learning_rate': 1.3010892763103191e-05, 'optimizer_steps': 197}
{'avg_chunks': 3.2, 'loss': 2.0168991327285766, 'learning_rate': 1.3010892763103191e-05, 'optimizer_steps': 197}
{'avg_chunks': 2.2, 'loss': 1.9099517345428467, 'learning_rate': 1.3010892763103191e-05, 'optimizer_steps': 197}
{'avg_chunks': 2.6, 'loss': 2.676091194152832, 'learning_rate': 1.2975415061393055e-05, 'optimizer_steps': 198}
{'avg_chunks': 3.0, 'loss': 2.097445273399353, 'learning_rate': 1.2975415061393055e-05, 'optimizer_steps': 198}
{'avg_chunks': 3.4, 'loss': 2.5797158241271974, 'learning_rate': 1.2975415061393055e-05, 'optimizer_steps': 198}
{'avg_chunks': 2.4, 'loss': 2.1781826257705688, 'learning_rate': 1.293993735968292e-05, 'optimizer_steps': 199}
{'avg_chunks': 2.8, 'loss': 2.378893232345581, 'learning_rate': 1.293993735968292e-05, 'optimizer_steps': 199}
{'avg_chunks': 3.0, 'loss': 2.4687856912612913, 'learning_rate': 1.293993735968292e-05, 'optimizer_steps': 199}
{'avg_chunks': 3.0, 'loss': 2.466080164909363, 'learning_rate': 1.2904459657972784e-05, 'optimizer_steps': 200}
{'avg_chunks': 2.4, 'loss': 2.4931145191192625, 'learning_rate': 1.2904459657972784e-05, 'optimizer_steps': 200}
{'avg_chunks': 3.4, 'loss': 2.291208052635193, 'learning_rate': 1.2904459657972784e-05, 'optimizer_steps': 200}
{'avg_chunks': 3.0, 'loss': 2.394312047958374, 'learning_rate': 1.2868981956262646e-05, 'optimizer_steps': 201}
{'avg_chunks': 4.2, 'loss': 2.6025165557861327, 'learning_rate': 1.2868981956262646e-05, 'optimizer_steps': 201}
{'avg_chunks': 3.2, 'loss': 2.2544804334640505, 'learning_rate': 1.2868981956262646e-05, 'optimizer_steps': 201}
{'avg_chunks': 3.0, 'loss': 2.362749433517456, 'learning_rate': 1.2868981956262646e-05, 'optimizer_steps': 201}
{'avg_chunks': 3.0, 'loss': 2.159021997451782, 'learning_rate': 1.283350425455251e-05, 'optimizer_steps': 202}
{'avg_chunks': 3.6, 'loss': 2.437096929550171, 'learning_rate': 1.283350425455251e-05, 'optimizer_steps': 202}
{'avg_chunks': 4.2, 'loss': 2.4486972808837892, 'learning_rate': 1.283350425455251e-05, 'optimizer_steps': 202}
{'avg_chunks': 3.8, 'loss': 2.2631380796432494, 'learning_rate': 1.2798026552842375e-05, 'optimizer_steps': 203}
{'avg_chunks': 2.8, 'loss': 2.4781856536865234, 'learning_rate': 1.2798026552842375e-05, 'optimizer_steps': 203}
{'avg_chunks': 3.4, 'loss': 2.2673242330551147, 'learning_rate': 1.2798026552842375e-05, 'optimizer_steps': 203}
{'avg_chunks': 3.0, 'loss': 2.161801290512085, 'learning_rate': 1.276254885113224e-05, 'optimizer_steps': 204}
{'avg_chunks': 2.4, 'loss': 2.463840866088867, 'learning_rate': 1.276254885113224e-05, 'optimizer_steps': 204}
{'avg_chunks': 3.0, 'loss': 2.340065622329712, 'learning_rate': 1.276254885113224e-05, 'optimizer_steps': 204}
{'avg_chunks': 2.8, 'loss': 2.2121646404266357, 'learning_rate': 1.2727071149422104e-05, 'optimizer_steps': 205}
{'avg_chunks': 3.2, 'loss': 2.5853396892547607, 'learning_rate': 1.2727071149422104e-05, 'optimizer_steps': 205}
{'avg_chunks': 2.4, 'loss': 2.505706310272217, 'learning_rate': 1.2727071149422104e-05, 'optimizer_steps': 205}
{'avg_chunks': 3.6, 'loss': 2.2108564138412476, 'learning_rate': 1.2691593447711968e-05, 'optimizer_steps': 206}
